,Unnamed: 0,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,hours,RestaurantsReservations,RestaurantsPriceRange2,BusinessAcceptsCreditCards,OutdoorSeating,BikeParking,RestaurantsTakeOut,HasTV,RestaurantsGoodForGroups,DogsAllowed,RestaurantsTableService,GoodForDancing,CoatCheck,GoodForKids,Caters,WheelchairAccessible,HappyHour,RestaurantsDelivery,BYOB,BusinessAcceptsBitcoin,DriveThru,ByAppointmentOnly,Corkage,Open24Hours,DietaryRestrictions,RestaurantsCounterService,BusinessParking_garage,BusinessParking_street,BusinessParking_validated,BusinessParking_lot,BusinessParking_valet,Ambience_touristy,Ambience_hipster,Ambience_romantic,Ambience_divey,Ambience_intimate,Ambience_trendy,Ambience_upscale,Ambience_classy,Ambience_casual,BestNights_monday,BestNights_tuesday,BestNights_friday,BestNights_wednesday,BestNights_thursday,BestNights_sunday,BestNights_saturday,GoodForMeal_dessert,GoodForMeal_latenight,GoodForMeal_lunch,GoodForMeal_dinner,GoodForMeal_brunch,GoodForMeal_breakfast,Music_dj,Music_background_music,Music_no_music,Music_jukebox,Music_live,Music_video,Music_karaoke,AgesAllowed_u'21plus',AgesAllowed_u'allages',Alcohol_'beer_and_wine',Alcohol_'full_bar',Alcohol_'none',Alcohol_u'beer_and_wine',Alcohol_u'full_bar',Alcohol_u'none',BYOBCorkage_'no',BYOBCorkage_'yes_corkage',BYOBCorkage_'yes_free',NoiseLevel_'average',NoiseLevel_'loud',NoiseLevel_'quiet',NoiseLevel_u'average',NoiseLevel_u'loud',NoiseLevel_u'quiet',NoiseLevel_u'very_loud',RestaurantsAttire_'casual',RestaurantsAttire_u'casual',RestaurantsAttire_u'dressy',Smoking_None,Smoking_u'no',Smoking_u'outdoor',WiFi_'free',WiFi_'no',WiFi_u'free',WiFi_u'no',WiFi_u'paid',Type,hours_per_week
326,326,i2yCrMQx5soH0jMFG32vxQ,KFC,5697 Calle Real,Goleta,CA,93117,34.4407835012,-119.8234120988,3.0,32,1,"Restaurants, Chicken Wings, Chicken Shop, Fast Food","{'Monday': '10:0-21:30', 'Tuesday': '10:0-21:30', 'Wednesday': '10:0-21:30', 'Thursday': '10:0-21:30', 'Friday': '10:0-21:30', 'Saturday': '10:0-21:30', 'Sunday': '10:0-21:30'}",False,1.0,True,False,False,True,True,True,0.5,0.5,0.5,0.5,True,False,0.5,0.5,True,0.5,0.5,True,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Fast Food,0.130374026822496
327,327,i5C6RVgr03HSrgCl8oa1Fg,Patxi's Pizza,515 State St,Santa Barbara,CA,93101,34.417115,-119.696243,4.0,730,1,"Salad, Restaurants, Pizza, Sandwiches, Italian","{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '10:0-21:0'}",False,2.0,True,True,True,True,True,True,False,True,0.5,0.5,True,True,True,True,True,0.5,False,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Pizza,2.97415748688819
328,328,i9ASBmmIJS3RjN_UP-TtKw,Starbucks,3957 State St,Santa Barbara,CA,93105,34.438884,-119.752446,3.0,40,1,"Restaurants, Food, Coffee & Tea","{'Monday': '0:0-0:0', 'Tuesday': '4:30-21:0', 'Wednesday': '4:30-21:0', 'Thursday': '4:30-21:0', 'Friday': '4:30-21:0', 'Saturday': '4:30-21:0', 'Sunday': '4:30-21:0'}",False,2.0,True,True,True,True,0.5,True,True,0.5,0.5,0.5,True,False,0.5,0.5,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Coffee,0.16296753352812
329,329,iBBV8vesQ8fo2IQA7an1JA,Jane,1311 State St,Santa Barbara,CA,93101,34.4243524,-119.7064283,4.0,733,1,"Restaurants, Food, American (New), Wine Bars, Nightlife, Venues & Event Spaces, Bars, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30'}",True,2.0,True,True,True,True,False,True,0.5,True,False,0.5,False,False,True,False,True,0.5,False,0.5,False,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,American,2.9863800519028
330,330,iHdrLu8deF5GceB0V1rPhA,Oliver's,1198 Coast Village Rd,Santa Barbara,CA,93108,34.4213337,-119.6449814,4.5,313,1,"American (Traditional), Vegan, Restaurants","{'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30', 'Sunday': '17:0-21:0'}",True,3.0,True,True,True,True,True,True,True,True,0.5,0.5,False,False,True,False,True,False,0.5,0.5,False,True,0.5,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Healthy,1.27522094985754
331,331,iMTjejk6apJKzCukZnDw5A,Jeannine's Bakery & Restaurant,1253 Coast Village Rd,Montecito,CA,93108,34.421043,-119.64219,4.5,650,1,"American (Traditional), Coffee & Tea, Breakfast & Brunch, Food, Bakeries, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '7:30-13:30', 'Wednesday': '7:30-13:30', 'Thursday': '7:30-13:30', 'Friday': '7:30-13:30', 'Saturday': '7:30-13:30', 'Sunday': '7:30-13:30'}",False,2.0,True,True,True,True,False,True,True,True,0.5,0.5,True,True,True,False,True,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Bakery,2.64822241983195
332,332,iT78kOB6Ja3BJQdYipPa5g,Los Arroyos Mexican Restaurant & Take Out,5764 Calle Real,Goleta,CA,93117,34.4417684,-119.8253908,3.5,85,1,"Restaurants, Mexican, Breakfast & Brunch","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}",True,2.0,True,True,0.5,True,True,0.5,0.5,True,0.5,0.5,0.5,True,0.5,True,True,0.5,0.5,False,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Mexican,0.346306008747255
333,333,ifjluUv4VASwmFqEp8cWlQ,Marty's Pizza,2733 De La Vina St,Santa Barbara,CA,93105,34.4362361,-119.7261474,4.0,64,1,"Pizza, Restaurants","{'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:30'}",False,2.0,True,False,0.5,True,True,True,0.5,0.5,0.5,0.5,True,0.5,0.5,0.5,True,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Pizza,0.260748053644992
334,334,izSgTrqebu8bN8ONOCs6cQ,Oat Bakery,5 W Haley St,Santa Barbara,CA,93101,34.4165478074,-119.6956258296,5.0,123,1,"Bakeries, Vegan, Specialty Food, Food Delivery Services, Food, Coffee & Tea, Gluten-Free, Farmers Market, Restaurants, Organic Stores","{'Monday': '0:0-0:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-14:30', 'Thursday': '9:0-14:30', 'Friday': '9:0-14:30', 'Saturday': '9:0-14:30'}",True,1.0,True,None,True,None,False,0.5,True,True,0.5,0.5,0.5,True,True,True,None,False,True,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Coffee,0.501125165598969
335,335,j3Ml_qEFnDOaH5miNzG6xw,Rose Cafe No 2,1816 Cliff Dr,Santa Barbara,CA,93109,34.40162,-119.721043,3.5,173,1,"Restaurants, Mexican","{'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:30', 'Saturday': '8:0-20:30', 'Sunday': '8:0-14:0'}",False,2.0,True,True,True,True,True,True,0.5,True,0.5,0.5,True,True,True,True,True,False,0.5,0.5,0.5,False,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Mexican,0.704834582509119
336,336,j6TDQvbRoMszGR0hyaVxvw,McDonald's,6900 Marketplace Dr,Goleta,CA,93117,34.4290262964,-119.8701265695,2.5,57,1,"Food, Fast Food, Restaurants, Burgers, American (Traditional), Coffee & Tea","{'Monday': '5:30-0:0', 'Tuesday': '5:30-0:0', 'Wednesday': '5:30-0:0', 'Thursday': '5:30-0:0', 'Friday': '5:30-0:0', 'Saturday': '5:30-0:0', 'Sunday': '5:30-0:0'}",False,1.0,True,True,True,True,True,True,0.5,False,0.5,0.5,True,False,0.5,0.5,True,0.5,0.5,True,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Fast Food,0.232228735277571
337,337,j8c8WFqySY1eybnkJfgjSg,The Revere Room,1759 S Jameson Ln,Montecito,CA,93108,34.4209330685,-119.6286405,4.0,22,1,"Restaurants, Tapas/Small Plates, Bars, Cocktail Bars, American (New), Italian, Vegetarian, Nightlife","{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30', 'Sunday': '17:0-21:0'}",True,0.5,True,True,True,False,False,0.5,True,True,0.5,0.5,0.5,False,True,False,False,True,False,False,0.5,True,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,American,0.089632143440466
338,338,jR3sTUWCPuOCWpdm8Pn-wQ,Sun Sushi,3631 State St,Santa Barbara,CA,93105,34.4401926268,-119.7415157408,4.5,270,1,"Restaurants, Japanese, Sushi Bars","{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}",True,2.0,True,True,False,True,False,True,False,True,0.5,0.5,True,True,True,0.5,None,0.5,False,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Japanese,1.10003085131481
339,339,jWgZRpdHy8csA1sUz1auSw,Daniel's Bakery and Mexican Food,2714 De La Vina St,Santa Barbara,CA,93105,34.4360248,-119.7254785,3.5,23,1,"Bakeries, Mexican, Restaurants, Food","{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-21:0', 'Sunday': '6:0-17:0'}",0.5,1.0,True,0.5,0.5,0.5,True,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mexican,0.093706331778669
340,340,jZncFsMQdrq268OHq_Q6uw,Super Cuca's Taqueria,"2030 Cliff Dr, Ste 1A",Santa Barbara,CA,93109,34.402527,-119.724409,4.0,108,1,"Restaurants, Mexican","{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0', 'Sunday': '6:0-22:0'}",False,1.0,True,True,True,True,True,True,0.5,False,0.5,0.5,True,False,0.5,0.5,True,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Mexican,0.440012340525924
341,341,jfRq1KtjEGyPoMo9HZVw2Q,The Set,633 E Cabrillo Blvd,Santa Barbara,CA,93103,34.4169717235,-119.6770748713,3.5,32,1,"American (Traditional), Restaurants, Bars, Cocktail Bars, Nightlife, American (New), Sandwiches","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-22:0'}",False,2.0,True,True,True,True,True,True,True,True,False,False,False,False,True,True,False,0.5,False,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,American,0.130374026822496
342,342,jrSC1bwN2lz9dVBrNTejSg,Jack's Bistro & Famous Bagels,5050 Carpinteria Ave,Carpinteria,CA,93013,34.398598,-119.517515,3.5,204,1,"Sandwiches, Salad, Bagels, Coffee & Tea, Breakfast & Brunch, Food, Restaurants","{'Monday': '6:30-14:0', 'Tuesday': '6:30-14:0', 'Wednesday': '6:30-14:0', 'Thursday': '6:30-14:0', 'Friday': '6:30-14:0', 'Saturday': '6:30-15:0', 'Sunday': '6:30-15:0'}",True,2.0,True,True,True,True,True,True,0.5,True,0.5,0.5,True,True,0.5,0.5,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Bakery,0.831134420993412
343,343,jshnKTsnoXLSez5XD1qo7Q,McDonald's,3940 State St,Santa Barbara,CA,93105,34.440871,-119.753054,2.5,56,1,"Coffee & Tea, Fast Food, Food, Restaurants, Burgers","{'Monday': '5:0-23:30', 'Tuesday': '5:0-23:30', 'Wednesday': '5:0-23:30', 'Thursday': '5:0-23:30', 'Friday': '5:0-1:0', 'Saturday': '4:0-1:0', 'Sunday': '4:0-23:30'}",False,1.0,True,True,True,True,True,True,0.5,0.5,0.5,0.5,True,False,0.5,0.5,True,0.5,0.5,True,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Fast Food,0.228154546939368
344,344,jssubXBNkiSJIhbKuDtmpQ,Sushi Teri House,1013 Bath St,Santa Barbara,CA,93101,34.4185472,-119.7059044,3.5,203,1,"Sushi Bars, Japanese, Restaurants","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-22:0'}",True,2.0,True,True,True,True,True,True,0.5,0.5,0.5,0.5,True,False,0.5,0.5,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Japanese,0.827060232655209
345,345,k6Ptrc94R-Mk549pDEVTFA,The Natural Cafe,361 Hitchcock Way,Santa Barbara,CA,93105,34.4348633,-119.7460719,4.0,164,1,"Restaurants, Vegetarian, Tex-Mex, Sandwiches","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-15:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",False,2.0,True,True,True,True,False,True,0.5,False,0.5,0.5,True,True,True,0.5,True,True,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Healthy,0.668166887465292
346,346,kAGknILVe6xCv9a2uc5JHw,Subway,1009 Casitas Pass Rd,Carpinteria,CA,93013,34.3961373756,-119.5142703997,2.0,25,1,"Restaurants, Fast Food, Sandwiches, Breakfast & Brunch","{'Monday': '5:30-21:0', 'Tuesday': '5:30-21:0', 'Wednesday': '5:30-21:0', 'Thursday': '5:30-21:0', 'Friday': '5:30-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-20:0'}",False,1.0,True,True,True,True,False,True,0.5,False,0.5,0.5,True,True,True,0.5,True,0.5,False,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Fast Food,0.101854708455075
347,347,kZtl_NJjUnlIQgzFrBhXyQ,Ichiban,1812 Cliff Dr,Santa Barbara,CA,93109,34.4017849,-119.720842,3.5,227,1,"Restaurants, Japanese, Sushi Bars","{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30', 'Sunday': '17:0-21:0'}",True,2.0,True,False,True,True,False,True,False,0.5,0.5,0.5,True,True,0.5,0.5,True,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Japanese,0.924840752772081
348,348,krTxH1a9kzWgwvt3PVH8pQ,Zookers Cafe,5404 Carpinteria Ave,Carpinteria,CA,93013,34.3955443,-119.5139122,4.5,318,1,"American (Traditional), American (New), Nightlife, Bars, Beer Bar, Restaurants, Burgers","{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0'}",True,2.0,True,None,False,True,False,True,0.5,0.5,False,False,True,True,0.5,False,True,0.5,False,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,American,1.29559189154855
349,349,kwqXOtLCbNjgvwuMj4H1AQ,Montecito Gourmet by Village Cheese & Wine,"1485 E Valley Rd, Ste 14",Santa Barbara,CA,93108,34.4365522,-119.6331957,4.5,70,1,"Delis, Nightlife, Bars, Food, Wine Bars, Restaurants, Coffee & Tea, Sandwiches, Wineries, Specialty Food, Arts & Entertainment, Cheese Shops","{'Monday': '9:0-16:0', 'Tuesday': '9:0-16:0', 'Wednesday': '9:0-16:0', 'Thursday': '9:0-16:0', 'Friday': '9:0-16:0', 'Saturday': '10:0-15:0'}",False,1.0,True,None,True,True,False,True,True,False,0.5,0.5,True,True,True,0.5,True,0.5,False,True,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,Deli,0.28519318367421
350,350,kwtKZ3fzM5jlR8Z7KIA17g,Backstage Dueling Piano Bar,409 State St,Santa Barbara,CA,93101,34.4159328,-119.6948421,5.0,50,1,"Restaurants, Nightlife, Bars, Food, American (New), Piano Bars, Beer, Wine & Spirits, Cocktail Bars","{'Monday': '0:0-0:0', 'Wednesday': '17:0-2:0', 'Thursday': '17:0-2:0', 'Friday': '17:0-2:0', 'Saturday': '17:0-2:0'}",True,0.5,True,True,True,True,True,0.5,0.5,True,0.5,0.5,0.5,False,True,True,True,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,American,0.20370941691015
