,Unnamed: 0.1,index,Unnamed: 0,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories,hours,Type
470,473,762,116498,bp482wqF6v80AltDNlPDfw,The Blue Owl,5 W Canon Perdido,Santa Barbara,CA,93101,34.420002,-119.700559,4.5,530,"Food, American (New), Thai, Restaurants, Asian Fusion, Desserts, Cafes, Sandwiches, Caterers, Event Planning & Services","{'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-2:30', 'Saturday': '11:0-2:30', 'Sunday': '11:0-20:0'}",American
472,475,765,116877,tm87DWqehpt79ZInFVmv1w,Mesa Burger - Montecito,1209 Coast Village Rd,Montecito,CA,93108,34.4208,-119.6441438,4,53,"Salad, Beer, Wine & Spirits, Burgers, Ice Cream & Frozen Yogurt, Food, American (New), Restaurants, American (Traditional), Chicken Shop","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-15:0', 'Saturday': '11:0-15:0', 'Sunday': '11:0-20:0'}",Burgers
473,476,766,116891,hPzPpfSjgQkpWCD7YjcY-A,Lilac Pâtisserie,1017 State St,Santa Barbara,CA,93101,34.4216848,-119.7026997,4.5,588,"Specialty Food, Health Markets, Restaurants, Gluten-Free, Bakeries, Coffee & Tea, Desserts, Breakfast & Brunch, Food","{'Monday': '0:0-0:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-14:0', 'Thursday': '8:0-14:0', 'Friday': '8:0-14:0', 'Saturday': '8:0-14:0', 'Sunday': '8:0-14:0'}",Bakery
474,477,767,117114,acqDz7WDsCS3WiLxHVceOg,Café Lido,1111 E Cabrillo Blvd,Santa Barbara,CA,93103,34.4178772,-119.6693964,3.5,11,"Italian, Cafes, Mediterranean, Restaurants","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-20:0'}",Breakfast
475,478,769,117177,bPVPZeqMuYtU_yGCb4P-jg,Empty Bowl Gourmet Noodle Bar,"38 W Victoria St, Ste 109",Santa Barbara,CA,93101,34.42357707,-119.7070424,4.5,705,"Comfort Food, Asian Fusion, Chinese, Tapas/Small Plates, Noodles, Thai, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-16:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",Thai
476,479,771,117365,E1b_hNr22N2wGkq5Z9fmHw,Juice Ranch,"1187 Coast Village Rd, Ste 5",Santa Barbara,CA,93108,34.4207816,-119.6449207,3.5,21,"Restaurants, Food, Live/Raw Food, Juice Bars & Smoothies, Vegan","{'Monday': '0:0-0:0', 'Tuesday': '7:30-17:0', 'Wednesday': '7:30-17:0', 'Thursday': '7:30-17:0', 'Friday': '7:30-17:0', 'Saturday': '8:0-14:0', 'Sunday': '9:0-17:0'}",Healthy
477,480,774,117868,VOcGcN0bvGU_nzxbJgR5jQ,Bettina,1014 Coast Village Rd,Santa Barbara,CA,93108,34.4225616,-119.6517163,4.5,311,"Restaurants, Italian, Pizza","{'Monday': '0:0-0:0', 'Tuesday': '16:0-20:30', 'Wednesday': '16:0-20:30', 'Thursday': '16:0-20:30', 'Friday': '16:0-20:30', 'Saturday': '16:0-20:30', 'Sunday': '16:0-20:30'}",Pizza
478,481,775,117876,PVo1orQ9R7ZHfg90QACh-w,Your Choice,3404 State St,Santa Barbara,CA,93105,34.4406266,-119.7367796,4,346,"Restaurants, Thai, Food, Chicken Wings, Ice Cream & Frozen Yogurt, Desserts","{'Monday': '0:0-0:0', 'Tuesday': '16:0-20:0', 'Wednesday': '16:0-20:0', 'Thursday': '16:0-20:0', 'Friday': '16:0-20:0', 'Saturday': '16:0-20:0', 'Sunday': '16:0-20:0'}",Thai
479,482,777,118349,icGg8xgDJVufg-xptMrDGw,Denny's,3614 State St,Santa Barbara,CA,93105,34.4407049,-119.7409102,2.5,158,"Restaurants, Coffee & Tea, American (Traditional), Breakfast & Brunch, Food, Diners","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Breakfast
480,483,778,118386,l7NDxnGzb6z2_H08rtfS0w,La Hacienda Mexican Restaurant,298 Pine Ave,Goleta,CA,93117,34.43505855,-119.8264455,4,54,"Restaurants, Mexican","{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-17:0', 'Sunday': '7:0-17:0'}",Mexican
481,484,779,118414,v5jxpGnKbx3vVxs28dgokQ,Saigon Vietnamese Restaurant,3987 State Street,Santa Barbara,CA,93105,34.4395144,-119.7516314,3,192,"Restaurants, Vietnamese, Vegetarian","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",Vietnamese
482,485,780,118700,PUDTWmMzevJdvsueEmnYqw,Hochaya,"7060 Hollister Ave, Ste 101",Goleta,CA,93117,34.43119138,-119.8740625,4.5,35,"Restaurants, Food, Bubble Tea","{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-17:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-21:0'}",Coffee
483,486,783,119425,95NWdx75Gwy4r_IGGuCnmQ,Juice N Things,4991 Carpinteria Ave,Carpinteria,CA,93013,34.3989199,-119.518683,4,25,"Restaurants, Coffee & Tea, Gluten-Free, Juice Bars & Smoothies, Food","{'Monday': '7:0-16:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0', 'Saturday': '7:0-16:0', 'Sunday': '8:0-16:0'}",Healthy
484,487,786,119839,Xw_5QkLTyIEg6Hs-kXGNbg,Galanga Thai Restaurant,507 State St,Santa Barbara,CA,93101,34.4167811,-119.6961093,3.5,297,"Soup, Thai, Restaurants, Noodles","{'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-21:0'}",Thai
485,488,789,120518,R_8S3Iuhpzoi3nM-xq3kcw,The Daily Grind,2912 De La Vina St,Santa Barbara,CA,93105,34.43785278,-119.727136,3.5,101,"Restaurants, Sandwiches, Breakfast & Brunch, Coffee & Tea, Food, Juice Bars & Smoothies","{'Monday': '6:0-14:0', 'Tuesday': '6:0-14:0', 'Wednesday': '6:0-14:0', 'Thursday': '6:0-14:0', 'Friday': '6:0-14:0', 'Saturday': '6:0-14:0', 'Sunday': '6:0-14:0'}",Breakfast
486,489,791,120606,jrSC1bwN2lz9dVBrNTejSg,Jack's Bistro & Famous Bagels,5050 Carpinteria Ave,Carpinteria,CA,93013,34.398598,-119.517515,3.5,204,"Sandwiches, Salad, Bagels, Coffee & Tea, Breakfast & Brunch, Food, Restaurants","{'Monday': '6:30-14:0', 'Tuesday': '6:30-14:0', 'Wednesday': '6:30-14:0', 'Thursday': '6:30-14:0', 'Friday': '6:30-14:0', 'Saturday': '6:30-15:0', 'Sunday': '6:30-15:0'}",Bakery
487,490,793,120682,UA3HxLprLSOO9J6l1iR2Cg,China Palace,1070 Coast Village Rd,Santa Barbara,CA,93108,34.4218178,-119.6494861,3.5,205,"Restaurants, Wine Bars, Seafood, Bars, Nightlife, Chinese, Vegetarian, Dim Sum","{'Monday': '16:0-21:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '16:0-21:0', 'Sunday': '16:0-21:0'}",Chinese
488,491,795,120751,rPVmM0aJbC6lU_mnDiZ2Rw,Tee-Off Restaurant and Lounge,3627 State St,Santa Barbara,CA,93105,34.4400608,-119.7413536,4,213,"Nightlife, Restaurants, Steakhouses, Bars","{'Monday': '16:0-22:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-23:0', 'Saturday': '16:0-23:0', 'Sunday': '15:0-21:0'}",American
489,492,796,120810,vmq2cm0Ayol4toVsL4dZfA,Blenders In the Grass,"6560 Pardall Rd, Ste A",Isla Vista,CA,93117,34.4132765,-119.8567759,4.5,187,"Juice Bars & Smoothies, American (Traditional), Food, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-18:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-22:0'}",Healthy
490,493,797,120988,b5hxsRw76UUXcotxlCipuQ,Los Arroyos Mexican Restaurant & Take Out,1280 Coast Village Rd,Montecito,CA,93108,34.421762,-119.6413283,3.5,353,"Mexican, Coffee & Tea, Food, Cocktail Bars, Nightlife, Event Planning & Services, Restaurants, Caterers, Wine Bars, Bars, Salad","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}",Mexican
492,495,799,121089,s4k1P9FHfPUzw3dqXRp7eA,LOKUM Turkish Delight & Baklava,1019 State St,Santa Barbara,CA,93101,34.421738,-119.70249,4.5,234,"Coffee & Tea, Food, Desserts, Turkish, Restaurants, Bakeries","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-18:0', 'Sunday': '10:0-20:0'}",Bakery
493,496,800,121194,uZYBF0YTU_iKq4_L_PDtMQ,Zaytoon,209 E Canon Perdido St,Santa Barbara,CA,93101,34.4230232,-119.6981912,4,1168,"Restaurants, Middle Eastern, Bars, Nightlife, Mediterranean, Lebanese","{'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:0', 'Sunday': '17:0-20:0'}",Mediterranean
494,497,802,121336,BHZZFNH4wu5VAq_JypqjiQ,Panino,1014 Coast Village Rd,Montecito,CA,93108,34.4225616,-119.6517163,3.5,67,"Sandwiches, Restaurants","{'Monday': '10:0-16:0', 'Tuesday': '10:0-16:0', 'Wednesday': '10:0-16:0', 'Thursday': '10:0-16:0', 'Friday': '10:0-16:0', 'Saturday': '10:0-16:0', 'Sunday': '11:0-15:0'}",Italian
495,498,803,121376,C-zgOpqD2K0xDJU4ty7zKg,Honor Market,"1255 Coast Village Rd, Ste 102A",Santa Barbara,CA,93108,34.4210441,-119.6419027,4.5,57,"Food, Restaurants, Cafes, Coffee & Tea, Beer, Wine & Spirits, Pizza","{'Monday': '0:0-0:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-20:0'}",Coffee
496,499,804,121415,WIH1ptTMD7aII_qfeVeaRg,El Rincon Alteno,115 E Haley St,Santa Barbara,CA,93101,34.418455,-119.69399,4.5,13,"Mexican, Restaurants","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",Mexican
497,500,805,121507,eX7o_-s5TmDT-DMfTV4cmw,Luckys Steakhouse,1279 Coast Village Rd,Montecito,CA,93108,34.42123945,-119.6410275,4,387,"Restaurants, Seafood, Nightlife, Steakhouses, Bars, American (Traditional), Cocktail Bars, Wine Bars","{'Monday': '16:30-21:0', 'Tuesday': '16:30-21:0', 'Wednesday': '16:30-21:0', 'Thursday': '16:30-22:0', 'Friday': '16:30-22:0', 'Saturday': '16:30-22:0', 'Sunday': '16:30-21:0'}",Steakhouse
498,501,806,121590,Tc1L4BH_2pkCywkAEfCQRg,Burger Express,1435 San Andres St,Santa Barbara,CA,93101,34.4185644,-119.7161005,4,9,"Burgers, Restaurants, Mexican","{'Monday': '6:30-22:0', 'Tuesday': '6:30-22:0', 'Wednesday': '6:30-22:0', 'Thursday': '6:30-22:0', 'Friday': '6:30-22:0', 'Saturday': '6:30-22:0', 'Sunday': '6:30-22:0'}",Burgers
499,502,807,121841,0RxU5OglQyPVtLKC1LPgsA,Bree'osh,"1150 Coast Village Rd, Ste E",Santa Barbara,CA,93108,34.42140788,-119.6464731,4.5,497,"Restaurants, Food, French, Coffee & Tea, Bakeries, Breakfast & Brunch","{'Monday': '0:0-0:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-12:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}",Bakery
500,503,808,121858,dvs-RLII_zdcxfjoqOFJzw,Saigon Noodle House,"6831 Hollister Ave, Ste L",Goleta,CA,93117,34.42928862,-119.8671267,3,316,"Vietnamese, Restaurants, Noodles","{'Monday': '10:0-21:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-21:0'}",Vietnamese
501,504,809,121870,DOfiulOub9hVPBCtiDl9Fw,Lucky Penny,127 Anacapa St,Santa Barbara,CA,93101,34.414643,-119.690235,4,643,"American (New), Breakfast & Brunch, Restaurants, Salad, Italian, Nightlife, Bars, Beer, Wine & Spirits, Sandwiches, Coffee & Tea, Wine Bars, Food, Pizza","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",Pizza
502,505,810,121915,IoihJkcF2FcE-sHOneat-A,Petit Valentien,"1114 State St, Ste 14",Santa Barbara,CA,93101,34.422942,-119.70303,4,342,"Restaurants, Ethiopian, French","{'Monday': '0:0-0:0', 'Tuesday': '17:0-20:30', 'Wednesday': '16:30-19:30', 'Thursday': '17:30-20:0', 'Friday': '17:30-20:0', 'Saturday': '17:30-21:0', 'Sunday': '17:0-20:30'}",French
503,506,812,122583,AzZqXglv_puXwd4kCvM7ew,Rudy's,138 E Canon Perdido St,Santa Barbara,CA,93101,34.4225063,-119.6983786,4,96,"Mexican, Restaurants","{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-21:0'}",Mexican
504,507,814,122768,soaZ7_oU7xcphlw6gpWblg,Starbucks,1990 Cliff Dr,Santa Barbara,CA,93109,34.402329,-119.72339,3,47,"Food, Restaurants, Coffee & Tea","{'Monday': '5:0-21:0', 'Tuesday': '5:0-21:0', 'Wednesday': '5:0-21:0', 'Thursday': '5:0-21:0', 'Friday': '5:0-21:0', 'Saturday': '5:0-21:0', 'Sunday': '5:0-21:0'}",Coffee
505,508,816,122860,VAIOtbsxdNmuhUKkQZFRlA,Renaud's Patisserie & Bistro,3315 State St,Santa Barbara,CA,93105,34.4394292,-119.7358901,4.5,524,"French, Cafes, Restaurants, Breakfast & Brunch, Food, Sandwiches, Bakeries","{'Monday': '0:0-0:0', 'Tuesday': '6:30-16:0', 'Wednesday': '6:30-16:0', 'Thursday': '6:30-16:0', 'Friday': '6:30-16:0', 'Saturday': '6:30-16:0', 'Sunday': '6:30-15:0'}",Bakery
506,509,818,123277,z5N7vgaNSBpjKT_gbY53sw,Spudnuts Donuts,"5718 Hollister Ave, Ste 101",Goleta,CA,93117,34.4359178,-119.823778,3.5,58,"Donuts, Bakeries, Food, Restaurants, Coffee & Tea, Breakfast & Brunch","{'Monday': '5:0-16:0', 'Tuesday': '5:0-16:0', 'Wednesday': '5:0-16:0', 'Thursday': '5:0-16:0', 'Friday': '5:0-16:0', 'Saturday': '5:0-16:0', 'Sunday': '5:0-16:0'}",Bakery
507,510,819,123409,hdCu74rz33m3EgDmdDn1SA,Dave’s Dogs,900 N Milpas St,Santa Barbara,CA,93103,34.43024894,-119.6904097,4.5,53,"Hot Dogs, Restaurants","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0'}",Burgers
509,512,825,124180,BVzFvRrgMpL62oPIqGvLMg,South Coast Deli-Goleta,"185 S Patterson Ave, Ste A",Goleta,CA,93111,34.4356695,-119.8097733,4.5,347,"Sandwiches, Restaurants, Delis","{'Monday': '9:0-16:0', 'Tuesday': '9:0-16:0', 'Wednesday': '9:0-16:0', 'Thursday': '9:0-16:0', 'Friday': '9:0-16:0', 'Saturday': '11:0-16:0'}",Deli
510,513,826,124232,FAc2Mv92KL00cbLdpAc0kQ,Giovanni's Pizza Carpinteria,5003 Carpinteria Ave,Carpinteria,CA,93013,34.3985131,-119.5182253,3,195,"Pizza, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:0'}",Pizza
511,514,827,124421,iMTjejk6apJKzCukZnDw5A,Jeannine's Bakery & Restaurant,1253 Coast Village Rd,Montecito,CA,93108,34.421043,-119.64219,4.5,650,"American (Traditional), Coffee & Tea, Breakfast & Brunch, Food, Bakeries, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '7:30-13:30', 'Wednesday': '7:30-13:30', 'Thursday': '7:30-13:30', 'Friday': '7:30-13:30', 'Saturday': '7:30-13:30', 'Sunday': '7:30-13:30'}",Bakery
512,515,828,124438,YrNtBUOUOYwmRZ_UVwH8iQ,D'Angelo's Bakery,25 W Gutierrez St,Santa Barbara,CA,93190,34.4151277,-119.6948346,3.5,433,"Restaurants, Food, Breakfast & Brunch, Bakeries","{'Monday': '7:0-14:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}",Bakery
513,516,830,125092,TCWnTa69sJ3vGQsdEe3Esw,Uncle Roccos Famous NY Pizza,437 State St,Santa Barbara,CA,93101,34.4165849,-119.6955333,2.5,317,"Pizza, Italian, Fast Food, Restaurants","{'Monday': '11:0-2:30', 'Tuesday': '11:0-2:30', 'Wednesday': '11:0-2:30', 'Thursday': '11:0-2:30', 'Friday': '11:0-2:30', 'Saturday': '11:0-2:30', 'Sunday': '11:0-2:30'}",Pizza
514,517,832,125508,7wSnkgOORRCqVDa_n8Upxg,Garrett's Old Fashioned Restaurant,2001 State St,Santa Barbara,CA,93105,34.4308351,-119.7149595,4,510,"Restaurants, Breakfast & Brunch, Sandwiches, American (Traditional)","{'Monday': '0:0-0:0', 'Tuesday': '8:0-14:0', 'Wednesday': '8:0-14:0', 'Thursday': '8:0-14:0', 'Friday': '8:0-14:0', 'Saturday': '7:30-14:0', 'Sunday': '7:30-14:0'}",American
515,518,833,125543,bBA62rVklEG2WUnvi8RtrQ,El  Sitio,2830 De La Vina St,Santa  Barbara,CA,93105,34.436981,-119.7258179,4,145,"Restaurants, Mexican","{'Monday': '8:0-20:30', 'Tuesday': '8:0-20:30', 'Wednesday': '8:0-20:30', 'Thursday': '8:0-20:30', 'Friday': '8:0-20:30', 'Saturday': '8:0-20:30', 'Sunday': '8:0-15:30'}",Mexican
516,519,834,125844,oGDGlUbOjHxmmCh8ZYcDCg,The Lark,"131 Anacapa St, Ste A",Santa Barbara,CA,93101,34.4148777,-119.690279,4,1520,"Nightlife, Bars, Cocktail Bars, Food, American (New), Desserts, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}",American
517,520,835,126288,D5n8XvQqC_vzOCi63wNChQ,Eastside Deli,10068 Hirschdale Rd,Truckee,CA,96161,39.382812,-120.083748,5,26,"Restaurants, Food, Desserts, Delis, Sandwiches","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-20:0', 'Saturday': '7:0-20:0', 'Sunday': '7:0-19:0'}",Deli
518,521,836,126465,8_r9EZL6vX5fPBoVh3gUrA,La Playa Azul Cafe,914 Santa Barbara St,Santa Barbara,CA,93101,34.4232341,-119.698741,4,318,"Mexican, Restaurants","{'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}",Mexican
519,522,838,126639,2WHu0k5VVM1Pn9AFzkSBlA,Here's the Scoop,1187 Coast Village Rd,Montecito,CA,93108,34.420914,-119.644962,3.5,109,"Desserts, Gelato, Ice Cream & Frozen Yogurt, Food, Cafes, Restaurants","{'Monday': '13:0-21:0', 'Tuesday': '13:0-21:0', 'Wednesday': '13:0-21:0', 'Thursday': '13:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}",Ice Cream & Frozen Yogurt
520,523,839,126760,aD4ysR05o5-onOjYjJ8QiQ,Sam's To Go,6831 Hollister Ave,Goleta,CA,93117,34.42990208,-119.8671682,3,27,"Sandwiches, Salad, Restaurants, Soup, Vegetarian, Local Flavor, Delis","{'Monday': '10:0-20:30', 'Tuesday': '10:0-20:30', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-20:30', 'Friday': '10:0-20:30', 'Saturday': '10:30-20:30', 'Sunday': '10:30-19:0'}",Deli
522,525,841,127135,Y57sylYCgq2VQJuBCnjPfA,Oku,29 E Cabrillo Blvd,Santa Barbara,CA,93101,34.413204,-119.688437,4,429,"Bars, Tapas/Small Plates, Japanese, Nightlife, Restaurants, Sushi Bars, Cocktail Bars, Asian Fusion","{'Monday': '12:0-21:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}",Japanese
523,526,842,127157,XgehM3pBZWuXi45J2dqRJQ,Green Table,113 W De La Guerra St,Santa Barbara,CA,93101,34.4178719,-119.7007018,4.5,319,"Juice Bars & Smoothies, Restaurants, Food, Vegan, Cafes, Bakeries, Coffee & Tea, Gluten-Free, Vegetarian, Acai Bowls","{'Monday': '0:0-0:0', 'Tuesday': '9:0-15:0', 'Wednesday': '9:0-15:0', 'Thursday': '9:0-15:0', 'Friday': '9:0-15:0', 'Saturday': '9:0-15:0', 'Sunday': '10:0-14:0'}",Healthy
524,527,843,127383,fqStx0SvwMFChX_HIdUeEQ,Wine Cask,813 Anacapa St,Santa Barbara,CA,93101,34.42113044,-119.6990535,4,322,"Venues & Event Spaces, Cafes, Wine Bars, Event Planning & Services, Nightlife, Bars, Restaurants, American (New)","{'Tuesday': '17:30-21:0', 'Wednesday': '17:30-21:0', 'Thursday': '17:30-21:0', 'Friday': '17:30-22:0', 'Saturday': '17:30-22:0'}",Fine Dinning
525,528,847,127546,WrU1ZYN4jlYcL5mvJrQsCQ,Night Lizard Brewing Company,607 State St,Santa Barbara,CA,93101,34.41791795,-119.6971541,4.5,133,"Food, Breweries, Beer Gardens, Mediterranean, Nightlife, Restaurants","{'Monday': '12:0-19:0', 'Tuesday': '14:0-21:0', 'Wednesday': '15:0-22:0', 'Thursday': '15:0-0:0', 'Friday': '12:0-0:0', 'Saturday': '12:0-0:0', 'Sunday': '10:0-20:0'}",Mexican
526,529,848,127682,04Ss49U_QKYLotcJMAH8cA,Ike’s Love & Sandwiches,1936 State St,Santa Barbara,CA,93101,34.43074142,-119.7142658,4,97,"Vegan, Vegetarian, Sandwiches, Restaurants","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-18:0', 'Sunday': '10:0-18:0'}",Deli
527,530,849,127842,LuPK46HMxRYEVTXVbBCR1g,Sama Sama Kitchen,1208 State St,Santa Barbara,CA,93101,34.4237005,-119.7046377,4,477,"Cocktail Bars, Farmers Market, Tapas Bars, Food, Desserts, Nightlife, Asian Fusion, Restaurants, Tapas/Small Plates, Bars, Indonesian","{'Monday': '0:0-0:0', 'Tuesday': '17:0-20:0', 'Wednesday': '17:0-20:0', 'Thursday': '17:0-20:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '17:0-20:0'}",Thai
528,531,850,128231,WfN-VixjWAbfe8efJEs3yQ,Renaud's Pattiserie,"1187 Coast Village Rd, Ste 7",Montecito,CA,93108,34.4207816,-119.6449207,3.5,57,"Food, French, Cafes, Desserts, Bakeries, Restaurants, Breakfast & Brunch","{'Monday': '0:0-0:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0', 'Saturday': '7:0-16:0', 'Sunday': '7:0-15:0'}",Bakery
529,532,852,128572,HOXbILWYZJkNUYYzYK_tZA,Arnoldi's Cafe,600 Olive St,Santa Barbara,CA,93101,34.4232597,-119.691138,4,291,"Breakfast & Brunch, Bocce Ball, Event Planning & Services, Beer, Wine & Spirits, Venues & Event Spaces, Italian, Active Life, Food, Wedding Planning, Restaurants","{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '17:0-21:0'}",Italian
530,533,854,129349,yPSejq3_erxo9zdVYTBnZA,Los Agaves,600 N Milpas St,Santa Barbara,CA,93101,34.4274939,-119.686624,4.5,3834,"Mexican, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",Mexican
531,534,855,129370,EoLzj1yciIjEZS9ZEJe_kQ,The Garden,"38 W Victoria St, Ste 101",Santa Barbara,CA,93101,34.4236075,-119.7070539,3,85,"Trivia Hosts, Nightlife, Sports Bars, Beer Gardens, Event Planning & Services, Restaurants, Bars, Beer Bar","{'Monday': '0:0-0:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-18:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",American
