,business_id,hours,day_of_the_week,,
4886,ziXR7sUrbKRCNeDqfjibUg, 8:0-22:0 ,  Wednesday ,,
4887,ziXR7sUrbKRCNeDqfjibUg, 8:0-22:0 ,  Thursday ,,
4888,ziXR7sUrbKRCNeDqfjibUg, 8:0-22:0 ,  Friday ,,
4889,ziXR7sUrbKRCNeDqfjibUg, 8:0-22:0 ,  Saturday ,,
4890,ziXR7sUrbKRCNeDqfjibUg, 8:0-21:0  ,  Sunday ,,
4891,g9MWxLxQdADqja0qN1HKkQ, 0:0-0:0 ,  Monday ,,
4892,g9MWxLxQdADqja0qN1HKkQ, 10:0-19:0 ,  Wednesday ,,
4893,g9MWxLxQdADqja0qN1HKkQ, 10:0-19:0 ,  Thursday ,,
4894,g9MWxLxQdADqja0qN1HKkQ, 10:0-17:0 ,  Friday ,,
4895,g9MWxLxQdADqja0qN1HKkQ, 10:0-19:0 ,  Saturday ,,
4896,g9MWxLxQdADqja0qN1HKkQ, 10:0-17:0  ,  Sunday ,,
4897,CwL56LgcMz7Bvi4xODHVSw, 11:0-16:0 ,  Monday ,,
4898,CwL56LgcMz7Bvi4xODHVSw, 11:0-16:0 ,  Tuesday ,,
4899,CwL56LgcMz7Bvi4xODHVSw, 11:0-21:0 ,  Wednesday ,,
4900,CwL56LgcMz7Bvi4xODHVSw, 11:0-21:0 ,  Thursday ,,
4901,CwL56LgcMz7Bvi4xODHVSw, 9:0-21:0 ,  Friday ,,
4902,CwL56LgcMz7Bvi4xODHVSw, 9:0-21:0 ,  Saturday ,,
4903,CwL56LgcMz7Bvi4xODHVSw, 9:0-21:0  ,  Sunday ,,
4904,bp482wqF6v80AltDNlPDfw, 11:0-20:0 ,  Tuesday ,,
4905,bp482wqF6v80AltDNlPDfw, 11:0-20:0 ,  Wednesday ,,
4906,bp482wqF6v80AltDNlPDfw, 11:0-20:0 ,  Thursday ,,
4907,bp482wqF6v80AltDNlPDfw, 11:0-2:30 ,  Friday ,,
4908,bp482wqF6v80AltDNlPDfw, 11:0-2:30 ,  Saturday ,,
4909,bp482wqF6v80AltDNlPDfw, 11:0-20:0  ,  Sunday ,,
4910,aOVpnuzdFEIp87NpGyNDkA, 17:30-21:0 ,  Monday ,,
4911,aOVpnuzdFEIp87NpGyNDkA, 17:30-21:0 ,  Tuesday ,,
4912,aOVpnuzdFEIp87NpGyNDkA, 17:30-21:0 ,  Wednesday ,,
4913,aOVpnuzdFEIp87NpGyNDkA, 17:30-21:0 ,  Thursday ,,
4914,aOVpnuzdFEIp87NpGyNDkA, 17:30-21:0 ,  Friday ,,
4915,aOVpnuzdFEIp87NpGyNDkA, 17:30-21:0 ,  Saturday ,,
4916,aOVpnuzdFEIp87NpGyNDkA, 17:30-21:0  ,  Sunday ,,
4917,OzGk7arJv6FPrWqaYSvyKQ, 0:0-0:0 ,  Monday ,,
4918,OzGk7arJv6FPrWqaYSvyKQ, 10:0-19:30 ,  Tuesday ,,
4919,OzGk7arJv6FPrWqaYSvyKQ, 10:0-19:30 ,  Wednesday ,,
4920,OzGk7arJv6FPrWqaYSvyKQ, 10:0-19:30 ,  Thursday ,,
4921,OzGk7arJv6FPrWqaYSvyKQ, 10:0-19:30 ,  Friday ,,
4922,OzGk7arJv6FPrWqaYSvyKQ, 10:0-19:30  ,  Saturday ,,
4923,tm87DWqehpt79ZInFVmv1w, 0:0-0:0 ,  Monday ,,
4924,tm87DWqehpt79ZInFVmv1w, 11:0-20:0 ,  Tuesday ,,
4925,tm87DWqehpt79ZInFVmv1w, 11:0-20:0 ,  Wednesday ,,
4926,tm87DWqehpt79ZInFVmv1w, 11:0-20:0 ,  Thursday ,,
4927,tm87DWqehpt79ZInFVmv1w, 11:0-15:0 ,  Friday ,,
4928,tm87DWqehpt79ZInFVmv1w, 11:0-15:0 ,  Saturday ,,
4929,tm87DWqehpt79ZInFVmv1w, 11:0-20:0  ,  Sunday ,,
4930,hPzPpfSjgQkpWCD7YjcY-A, 0:0-0:0 ,  Monday ,,
4931,hPzPpfSjgQkpWCD7YjcY-A, 8:0-16:0 ,  Tuesday ,,
4932,hPzPpfSjgQkpWCD7YjcY-A, 8:0-14:0 ,  Wednesday ,,
4933,hPzPpfSjgQkpWCD7YjcY-A, 8:0-14:0 ,  Thursday ,,
4934,hPzPpfSjgQkpWCD7YjcY-A, 8:0-14:0 ,  Friday ,,
4935,hPzPpfSjgQkpWCD7YjcY-A, 8:0-14:0 ,  Saturday ,,
4936,hPzPpfSjgQkpWCD7YjcY-A, 8:0-14:0  ,  Sunday ,,
4937,acqDz7WDsCS3WiLxHVceOg, 7:0-20:0 ,  Monday ,,
4938,acqDz7WDsCS3WiLxHVceOg, 7:0-20:0 ,  Tuesday ,,
4939,acqDz7WDsCS3WiLxHVceOg, 7:0-20:0 ,  Wednesday ,,
4940,acqDz7WDsCS3WiLxHVceOg, 7:0-20:0 ,  Thursday ,,
4941,acqDz7WDsCS3WiLxHVceOg, 7:0-21:0 ,  Friday ,,
4942,acqDz7WDsCS3WiLxHVceOg, 7:0-21:0 ,  Saturday ,,
4943,acqDz7WDsCS3WiLxHVceOg, 7:0-20:0  ,  Sunday ,,
4944,5tVPbd0gJZHyEEWpXW7vCg, 12:0-21:0 ,  Tuesday ,,
4945,5tVPbd0gJZHyEEWpXW7vCg, 12:0-21:0 ,  Wednesday ,,
4946,5tVPbd0gJZHyEEWpXW7vCg, 12:0-21:0 ,  Thursday ,,
4947,5tVPbd0gJZHyEEWpXW7vCg, 12:0-21:0 ,  Friday ,,
4948,5tVPbd0gJZHyEEWpXW7vCg, 12:0-21:0 ,  Saturday ,,
4949,5tVPbd0gJZHyEEWpXW7vCg, 12:0-19:0  ,  Sunday ,,
4950,bPVPZeqMuYtU_yGCb4P-jg, 0:0-0:0 ,  Monday ,,
4951,bPVPZeqMuYtU_yGCb4P-jg, 11:0-16:0 ,  Tuesday ,,
4952,bPVPZeqMuYtU_yGCb4P-jg, 11:0-21:0 ,  Wednesday ,,
4953,bPVPZeqMuYtU_yGCb4P-jg, 11:0-21:0 ,  Thursday ,,
4954,bPVPZeqMuYtU_yGCb4P-jg, 11:0-21:0 ,  Friday ,,
4955,bPVPZeqMuYtU_yGCb4P-jg, 11:0-21:0 ,  Saturday ,,
4956,bPVPZeqMuYtU_yGCb4P-jg, 11:0-21:0  ,  Sunday ,,
4957,vDYkWElzs38G4vzgLqwX-A, 11:0-3:0 ,  Monday ,,
4958,vDYkWElzs38G4vzgLqwX-A, 9:0-21:0 ,  Tuesday ,,
4959,vDYkWElzs38G4vzgLqwX-A, 9:0-21:0 ,  Wednesday ,,
4960,vDYkWElzs38G4vzgLqwX-A, 9:0-21:0 ,  Thursday ,,
4961,vDYkWElzs38G4vzgLqwX-A, 9:0-21:0 ,  Saturday ,,
4962,vDYkWElzs38G4vzgLqwX-A, 9:0-21:0  ,  Sunday ,,
4963,E1b_hNr22N2wGkq5Z9fmHw, 0:0-0:0 ,  Monday ,,
4964,E1b_hNr22N2wGkq5Z9fmHw, 7:30-17:0 ,  Tuesday ,,
4965,E1b_hNr22N2wGkq5Z9fmHw, 7:30-17:0 ,  Wednesday ,,
4966,E1b_hNr22N2wGkq5Z9fmHw, 7:30-17:0 ,  Thursday ,,
4967,E1b_hNr22N2wGkq5Z9fmHw, 7:30-17:0 ,  Friday ,,
4968,E1b_hNr22N2wGkq5Z9fmHw, 8:0-14:0 ,  Saturday ,,
4969,E1b_hNr22N2wGkq5Z9fmHw, 9:0-17:0  ,  Sunday ,,
4970,HA_Hks9YjRqz3Yk6JDAaIQ, 11:0-10:0 ,  Monday ,,
4971,HA_Hks9YjRqz3Yk6JDAaIQ, 11:0-10:0 ,  Tuesday ,,
4972,HA_Hks9YjRqz3Yk6JDAaIQ, 11:0-10:0 ,  Wednesday ,,
4973,HA_Hks9YjRqz3Yk6JDAaIQ, 11:0-10:0 ,  Thursday ,,
4974,HA_Hks9YjRqz3Yk6JDAaIQ, 11:0-10:0 ,  Friday ,,
4975,HA_Hks9YjRqz3Yk6JDAaIQ, 11:0-10:0 ,  Saturday ,,
4976,HA_Hks9YjRqz3Yk6JDAaIQ, 11:0-10:0  ,  Sunday ,,
4977,I3yiknZLxXVIjYp4WmLz2w, 16:30-21:0 ,  Monday ,,
4978,I3yiknZLxXVIjYp4WmLz2w, 16:30-21:0 ,  Tuesday ,,
4979,I3yiknZLxXVIjYp4WmLz2w, 16:30-21:0 ,  Wednesday ,,
4980,I3yiknZLxXVIjYp4WmLz2w, 16:30-21:0 ,  Thursday ,,
4981,I3yiknZLxXVIjYp4WmLz2w, 16:30-21:30 ,  Friday ,,
4982,I3yiknZLxXVIjYp4WmLz2w, 16:30-21:0 ,  Saturday ,,
4983,I3yiknZLxXVIjYp4WmLz2w, 16:30-21:0  ,  Sunday ,,
4984,VOcGcN0bvGU_nzxbJgR5jQ, 0:0-0:0 ,  Monday ,,
4985,VOcGcN0bvGU_nzxbJgR5jQ, 16:0-20:30 ,  Tuesday ,,
4986,VOcGcN0bvGU_nzxbJgR5jQ, 16:0-20:30 ,  Wednesday ,,
4987,VOcGcN0bvGU_nzxbJgR5jQ, 16:0-20:30 ,  Thursday ,,
4988,VOcGcN0bvGU_nzxbJgR5jQ, 16:0-20:30 ,  Friday ,,
4989,VOcGcN0bvGU_nzxbJgR5jQ, 16:0-20:30 ,  Saturday ,,
4990,VOcGcN0bvGU_nzxbJgR5jQ, 16:0-20:30  ,  Sunday ,,
4991,PVo1orQ9R7ZHfg90QACh-w, 0:0-0:0 ,  Monday ,,
4992,PVo1orQ9R7ZHfg90QACh-w, 16:0-20:0 ,  Tuesday ,,
4993,PVo1orQ9R7ZHfg90QACh-w, 16:0-20:0 ,  Wednesday ,,
4994,PVo1orQ9R7ZHfg90QACh-w, 16:0-20:0 ,  Thursday ,,
4995,PVo1orQ9R7ZHfg90QACh-w, 16:0-20:0 ,  Friday ,,
4996,PVo1orQ9R7ZHfg90QACh-w, 16:0-20:0 ,  Saturday ,,
4997,PVo1orQ9R7ZHfg90QACh-w, 16:0-20:0  ,  Sunday ,,
4998,LIqjZ2fGRbjjMy0ezyuKSQ, 12:0-20:30 ,  Monday ,,
4999,LIqjZ2fGRbjjMy0ezyuKSQ, 12:0-20:30 ,  Tuesday ,,
5000,LIqjZ2fGRbjjMy0ezyuKSQ, 12:0-20:30 ,  Wednesday ,,
5001,LIqjZ2fGRbjjMy0ezyuKSQ, 12:0-20:30 ,  Thursday ,,
5002,LIqjZ2fGRbjjMy0ezyuKSQ, 12:0-20:30 ,  Friday ,,
5003,LIqjZ2fGRbjjMy0ezyuKSQ, 12:0-20:30 ,  Saturday ,,
5004,LIqjZ2fGRbjjMy0ezyuKSQ, 12:0-20:30  ,  Sunday ,,
5005,icGg8xgDJVufg-xptMrDGw, 0:0-0:0 ,  Monday ,,icGg8xgDJVufg-xptMrDGw
5006,icGg8xgDJVufg-xptMrDGw, 0:0-0:0 ,  Tuesday ,,
5007,icGg8xgDJVufg-xptMrDGw, 0:0-0:0 ,  Wednesday ,,
5008,icGg8xgDJVufg-xptMrDGw, 0:0-0:0 ,  Thursday ,,
5009,icGg8xgDJVufg-xptMrDGw, 0:0-0:0 ,  Friday ,,
5010,icGg8xgDJVufg-xptMrDGw, 0:0-0:0 ,  Saturday ,,
5011,icGg8xgDJVufg-xptMrDGw, 0:0-0:0  ,  Sunday ,,
5012,l7NDxnGzb6z2_H08rtfS0w, 7:0-17:0 ,  Monday ,,
5013,l7NDxnGzb6z2_H08rtfS0w, 7:0-17:0 ,  Tuesday ,,
5014,l7NDxnGzb6z2_H08rtfS0w, 7:0-17:0 ,  Wednesday ,,
5015,l7NDxnGzb6z2_H08rtfS0w, 7:0-17:0 ,  Thursday ,,
5016,l7NDxnGzb6z2_H08rtfS0w, 7:0-17:0 ,  Friday ,,
5017,l7NDxnGzb6z2_H08rtfS0w, 7:0-17:0 ,  Saturday ,,
5018,l7NDxnGzb6z2_H08rtfS0w, 7:0-17:0  ,  Sunday ,,
5019,v5jxpGnKbx3vVxs28dgokQ, 11:0-22:0 ,  Monday ,,
5020,v5jxpGnKbx3vVxs28dgokQ, 11:0-22:0 ,  Tuesday ,,
5021,v5jxpGnKbx3vVxs28dgokQ, 11:0-22:0 ,  Wednesday ,,
5022,v5jxpGnKbx3vVxs28dgokQ, 11:0-22:0 ,  Thursday ,,
5023,v5jxpGnKbx3vVxs28dgokQ, 11:0-22:0 ,  Friday ,,
5024,v5jxpGnKbx3vVxs28dgokQ, 11:0-22:0 ,  Saturday ,,
5025,v5jxpGnKbx3vVxs28dgokQ, 11:0-22:0  ,  Sunday ,,
5026,PUDTWmMzevJdvsueEmnYqw, 12:0-21:0 ,  Monday ,,
5027,PUDTWmMzevJdvsueEmnYqw, 12:0-21:0 ,  Tuesday ,,
5028,PUDTWmMzevJdvsueEmnYqw, 12:0-21:0 ,  Wednesday ,,
5029,PUDTWmMzevJdvsueEmnYqw, 12:0-17:0 ,  Thursday ,,
5030,PUDTWmMzevJdvsueEmnYqw, 12:0-21:0 ,  Friday ,,
5031,PUDTWmMzevJdvsueEmnYqw, 12:0-21:0 ,  Saturday ,,
5032,PUDTWmMzevJdvsueEmnYqw, 12:0-21:0  ,  Sunday ,,
5033,3ESm27p4DACKCpzZmiRxgw, 17:0-21:0 ,  Monday ,,
5034,3ESm27p4DACKCpzZmiRxgw, 17:0-21:0 ,  Tuesday ,,
5035,3ESm27p4DACKCpzZmiRxgw, 11:0-15:0 ,  Wednesday ,,
5036,3ESm27p4DACKCpzZmiRxgw, 17:0-21:0 ,  Thursday ,,
5037,3ESm27p4DACKCpzZmiRxgw, 11:0-22:0 ,  Friday ,,
5038,3ESm27p4DACKCpzZmiRxgw, 12:0-22:0 ,  Saturday ,,
5039,3ESm27p4DACKCpzZmiRxgw, 12:0-22:0  ,  Sunday ,,
5040,IoAubn7CpU2rqcURxUo1MA, 16:0-21:0 ,  Wednesday ,,
5041,IoAubn7CpU2rqcURxUo1MA, 16:0-21:0 ,  Thursday ,,
5042,IoAubn7CpU2rqcURxUo1MA, 16:0-21:0 ,  Friday ,,
5043,IoAubn7CpU2rqcURxUo1MA, 16:0-21:0 ,  Saturday ,,
5044,IoAubn7CpU2rqcURxUo1MA, 16:0-21:0  ,  Sunday ,,
5045,95NWdx75Gwy4r_IGGuCnmQ, 7:0-16:0 ,  Monday ,,
5046,95NWdx75Gwy4r_IGGuCnmQ, 7:0-16:0 ,  Tuesday ,,
5047,95NWdx75Gwy4r_IGGuCnmQ, 7:0-16:0 ,  Wednesday ,,
5048,95NWdx75Gwy4r_IGGuCnmQ, 7:0-16:0 ,  Thursday ,,
5049,95NWdx75Gwy4r_IGGuCnmQ, 7:0-16:0 ,  Friday ,,
5050,95NWdx75Gwy4r_IGGuCnmQ, 7:0-16:0 ,  Saturday ,,
5051,95NWdx75Gwy4r_IGGuCnmQ, 8:0-16:0  ,  Sunday ,,
5052,Qsd_S2f7fNFqngx2amRE7A, 11:0-22:0 ,  Tuesday ,,
5053,Qsd_S2f7fNFqngx2amRE7A, 11:0-22:0 ,  Wednesday ,,
5054,Qsd_S2f7fNFqngx2amRE7A, 11:0-22:0 ,  Thursday ,,
5055,Qsd_S2f7fNFqngx2amRE7A, 11:0-22:0 ,  Friday ,,
5056,Qsd_S2f7fNFqngx2amRE7A, 11:0-22:0 ,  Saturday ,,
5057,Qsd_S2f7fNFqngx2amRE7A, 11:0-22:0  ,  Sunday ,,
5058,sQFk2gZFUCmLhfYX0ufPbA, 11:0-20:0 ,  Monday ,,
5059,sQFk2gZFUCmLhfYX0ufPbA, 11:0-21:0 ,  Tuesday ,,
5060,sQFk2gZFUCmLhfYX0ufPbA, 11:0-21:0 ,  Wednesday ,,
5061,sQFk2gZFUCmLhfYX0ufPbA, 11:0-21:0 ,  Thursday ,,
5062,sQFk2gZFUCmLhfYX0ufPbA, 11:0-21:0 ,  Friday ,,
5063,sQFk2gZFUCmLhfYX0ufPbA, 11:0-21:0 ,  Saturday ,,
5064,sQFk2gZFUCmLhfYX0ufPbA, 11:0-20:0  ,  Sunday ,,
5065,Xw_5QkLTyIEg6Hs-kXGNbg, 12:0-21:0 ,  Tuesday ,,
5066,Xw_5QkLTyIEg6Hs-kXGNbg, 12:0-21:0 ,  Wednesday ,,
5067,Xw_5QkLTyIEg6Hs-kXGNbg, 12:0-21:0 ,  Thursday ,,
5068,Xw_5QkLTyIEg6Hs-kXGNbg, 12:0-21:0 ,  Friday ,,
5069,Xw_5QkLTyIEg6Hs-kXGNbg, 12:0-21:0 ,  Saturday ,,
5070,Xw_5QkLTyIEg6Hs-kXGNbg, 12:0-21:0  ,  Sunday ,,
5071,MCsD2G2R0udfzg9FTltUTA, 11:0-21:0 ,  Monday ,,
5072,MCsD2G2R0udfzg9FTltUTA, 11:0-21:0 ,  Tuesday ,,
5073,MCsD2G2R0udfzg9FTltUTA, 11:0-21:0 ,  Wednesday ,,
5074,MCsD2G2R0udfzg9FTltUTA, 11:0-21:0 ,  Thursday ,,
5075,MCsD2G2R0udfzg9FTltUTA, 11:0-21:0 ,  Friday ,,
5076,MCsD2G2R0udfzg9FTltUTA, 11:0-21:0 ,  Saturday ,,
5077,MCsD2G2R0udfzg9FTltUTA, 11:0-21:0  ,  Sunday ,,
5078,RdFgbrE_8sf6NImEMopaPQ, 7:0-14:30 ,  Monday ,,
5079,RdFgbrE_8sf6NImEMopaPQ, 7:0-14:30 ,  Tuesday ,,
5080,RdFgbrE_8sf6NImEMopaPQ, 7:0-14:30 ,  Wednesday ,,
5081,RdFgbrE_8sf6NImEMopaPQ, 7:0-14:30 ,  Thursday ,,
5082,RdFgbrE_8sf6NImEMopaPQ, 7:0-14:30 ,  Friday ,,
5083,RdFgbrE_8sf6NImEMopaPQ, 7:0-14:30 ,  Saturday ,,
5084,RdFgbrE_8sf6NImEMopaPQ, 7:0-14:30  ,  Sunday ,,
5085,R_8S3Iuhpzoi3nM-xq3kcw, 6:0-14:0 ,  Monday ,,
5086,R_8S3Iuhpzoi3nM-xq3kcw, 6:0-14:0 ,  Tuesday ,,
5087,R_8S3Iuhpzoi3nM-xq3kcw, 6:0-14:0 ,  Wednesday ,,
5088,R_8S3Iuhpzoi3nM-xq3kcw, 6:0-14:0 ,  Thursday ,,
5089,R_8S3Iuhpzoi3nM-xq3kcw, 6:0-14:0 ,  Friday ,,
5090,R_8S3Iuhpzoi3nM-xq3kcw, 6:0-14:0 ,  Saturday ,,
5091,R_8S3Iuhpzoi3nM-xq3kcw, 6:0-14:0  ,  Sunday ,,
5092,NQbqrEfeuoG7yx4HpdZTWQ, 10:0-20:30 ,  Monday ,,
5093,NQbqrEfeuoG7yx4HpdZTWQ, 10:0-20:30 ,  Tuesday ,,
5094,NQbqrEfeuoG7yx4HpdZTWQ, 10:0-20:30 ,  Wednesday ,,
5095,NQbqrEfeuoG7yx4HpdZTWQ, 10:0-20:30 ,  Thursday ,,
5096,NQbqrEfeuoG7yx4HpdZTWQ, 10:0-20:30 ,  Friday ,,
5097,NQbqrEfeuoG7yx4HpdZTWQ, 10:0-20:0 ,  Saturday ,,
5098,NQbqrEfeuoG7yx4HpdZTWQ, 10:0-20:0  ,  Sunday ,,
5099,jrSC1bwN2lz9dVBrNTejSg, 6:30-14:0 ,  Monday ,,
5100,jrSC1bwN2lz9dVBrNTejSg, 6:30-14:0 ,  Tuesday ,,
5101,jrSC1bwN2lz9dVBrNTejSg, 6:30-14:0 ,  Wednesday ,,
5102,jrSC1bwN2lz9dVBrNTejSg, 6:30-14:0 ,  Thursday ,,
5103,jrSC1bwN2lz9dVBrNTejSg, 6:30-14:0 ,  Friday ,,
5104,jrSC1bwN2lz9dVBrNTejSg, 6:30-15:0 ,  Saturday ,,
5105,jrSC1bwN2lz9dVBrNTejSg, 6:30-15:0  ,  Sunday ,,
5106,lmKb382_WPMU4svBenUwHA, 10:0-21:0 ,  Monday ,,
5107,lmKb382_WPMU4svBenUwHA, 10:0-21:0 ,  Tuesday ,,
5108,lmKb382_WPMU4svBenUwHA, 10:0-21:0 ,  Wednesday ,,
5109,lmKb382_WPMU4svBenUwHA, 10:0-21:0 ,  Thursday ,,
5110,lmKb382_WPMU4svBenUwHA, 10:0-22:0 ,  Friday ,,
5111,lmKb382_WPMU4svBenUwHA, 10:0-22:0 ,  Saturday ,,
5112,lmKb382_WPMU4svBenUwHA, 10:0-20:0  ,  Sunday ,,
5113,UA3HxLprLSOO9J6l1iR2Cg, 16:0-21:0 ,  Monday ,,
5114,UA3HxLprLSOO9J6l1iR2Cg, 16:0-21:0 ,  Tuesday ,,
5115,UA3HxLprLSOO9J6l1iR2Cg, 16:0-21:0 ,  Wednesday ,,
5116,UA3HxLprLSOO9J6l1iR2Cg, 16:0-21:0 ,  Thursday ,,
5117,UA3HxLprLSOO9J6l1iR2Cg, 16:0-21:0 ,  Friday ,,
5118,UA3HxLprLSOO9J6l1iR2Cg, 16:0-21:0 ,  Saturday ,,
5119,UA3HxLprLSOO9J6l1iR2Cg, 16:0-21:0  ,  Sunday ,,
5120,oktohqIGhMQxOP7h5ugHlg, 17:0-21:30 ,  Tuesday ,,
5121,oktohqIGhMQxOP7h5ugHlg, 17:0-21:30 ,  Wednesday ,,
5122,oktohqIGhMQxOP7h5ugHlg, 17:0-21:30 ,  Thursday ,,
5123,oktohqIGhMQxOP7h5ugHlg, 17:0-22:0 ,  Friday ,,
5124,oktohqIGhMQxOP7h5ugHlg, 17:0-22:0  ,  Saturday ,,
5125,rPVmM0aJbC6lU_mnDiZ2Rw, 16:0-22:0 ,  Monday ,,
5126,rPVmM0aJbC6lU_mnDiZ2Rw, 16:0-22:0 ,  Tuesday ,,
5127,rPVmM0aJbC6lU_mnDiZ2Rw, 16:0-22:0 ,  Wednesday ,,
5128,rPVmM0aJbC6lU_mnDiZ2Rw, 16:0-22:0 ,  Thursday ,,
5129,rPVmM0aJbC6lU_mnDiZ2Rw, 16:0-23:0 ,  Friday ,,
5130,rPVmM0aJbC6lU_mnDiZ2Rw, 16:0-23:0 ,  Saturday ,,
5131,rPVmM0aJbC6lU_mnDiZ2Rw, 15:0-21:0  ,  Sunday ,,
5132,vmq2cm0Ayol4toVsL4dZfA, 0:0-0:0 ,  Monday ,,
5133,vmq2cm0Ayol4toVsL4dZfA, 7:0-22:0 ,  Tuesday ,,
5134,vmq2cm0Ayol4toVsL4dZfA, 7:0-22:0 ,  Wednesday ,,
5135,vmq2cm0Ayol4toVsL4dZfA, 7:0-22:0 ,  Thursday ,,
5136,vmq2cm0Ayol4toVsL4dZfA, 7:0-18:0 ,  Friday ,,
5137,vmq2cm0Ayol4toVsL4dZfA, 8:0-22:0 ,  Saturday ,,
5138,vmq2cm0Ayol4toVsL4dZfA, 8:0-22:0  ,  Sunday ,,
5139,b5hxsRw76UUXcotxlCipuQ, 11:0-21:0 ,  Monday ,,
5140,b5hxsRw76UUXcotxlCipuQ, 11:0-21:0 ,  Tuesday ,,
5141,b5hxsRw76UUXcotxlCipuQ, 11:0-21:0 ,  Wednesday ,,
5142,b5hxsRw76UUXcotxlCipuQ, 11:0-21:0 ,  Thursday ,,
5143,b5hxsRw76UUXcotxlCipuQ, 11:0-21:0 ,  Friday ,,
5144,b5hxsRw76UUXcotxlCipuQ, 10:0-21:0 ,  Saturday ,,
5145,b5hxsRw76UUXcotxlCipuQ, 10:0-21:0  ,  Sunday ,,
5146,uXxrl2LRH2mB1uw0GJF4GA, 9:30-19:30 ,  Monday ,,
5147,uXxrl2LRH2mB1uw0GJF4GA, 9:30-19:30 ,  Tuesday ,,
5148,uXxrl2LRH2mB1uw0GJF4GA, 9:30-19:30 ,  Wednesday ,,
5149,uXxrl2LRH2mB1uw0GJF4GA, 9:30-19:30 ,  Thursday ,,
5150,uXxrl2LRH2mB1uw0GJF4GA, 9:30-19:30 ,  Friday ,,
5151,uXxrl2LRH2mB1uw0GJF4GA, 9:30-19:30 ,  Saturday ,,
5152,uXxrl2LRH2mB1uw0GJF4GA, 10:0-19:0  ,  Sunday ,,
5153,s4k1P9FHfPUzw3dqXRp7eA, 10:0-20:0 ,  Monday ,,
5154,s4k1P9FHfPUzw3dqXRp7eA, 10:0-20:0 ,  Tuesday ,,
5155,s4k1P9FHfPUzw3dqXRp7eA, 10:0-20:0 ,  Wednesday ,,
5156,s4k1P9FHfPUzw3dqXRp7eA, 10:0-19:0 ,  Thursday ,,
5157,s4k1P9FHfPUzw3dqXRp7eA, 10:0-19:0 ,  Friday ,,
5158,s4k1P9FHfPUzw3dqXRp7eA, 10:0-18:0 ,  Saturday ,,
5159,s4k1P9FHfPUzw3dqXRp7eA, 10:0-20:0  ,  Sunday ,,
5160,uZYBF0YTU_iKq4_L_PDtMQ, 17:0-21:0 ,  Tuesday ,,
5161,uZYBF0YTU_iKq4_L_PDtMQ, 17:0-21:0 ,  Wednesday ,,
5162,uZYBF0YTU_iKq4_L_PDtMQ, 17:0-21:0 ,  Thursday ,,
5163,uZYBF0YTU_iKq4_L_PDtMQ, 17:0-21:30 ,  Friday ,,
5164,uZYBF0YTU_iKq4_L_PDtMQ, 17:0-21:0 ,  Saturday ,,
5165,uZYBF0YTU_iKq4_L_PDtMQ, 17:0-20:0  ,  Sunday ,,
5166,Zqc8nrT3Z1IbQBckFuU3Fw, 11:30-22:0 ,  Monday ,,
5167,Zqc8nrT3Z1IbQBckFuU3Fw, 11:30-22:0 ,  Tuesday ,,
5168,Zqc8nrT3Z1IbQBckFuU3Fw, 11:30-22:0 ,  Wednesday ,,
5169,Zqc8nrT3Z1IbQBckFuU3Fw, 11:30-22:0 ,  Thursday ,,
5170,Zqc8nrT3Z1IbQBckFuU3Fw, 11:30-0:0 ,  Friday ,,
5171,Zqc8nrT3Z1IbQBckFuU3Fw, 11:30-0:0 ,  Saturday ,,
5172,Zqc8nrT3Z1IbQBckFuU3Fw, 10:0-22:0  ,  Sunday ,,
5173,BHZZFNH4wu5VAq_JypqjiQ, 10:0-16:0 ,  Monday ,,
5174,BHZZFNH4wu5VAq_JypqjiQ, 10:0-16:0 ,  Tuesday ,,
5175,BHZZFNH4wu5VAq_JypqjiQ, 10:0-16:0 ,  Wednesday ,,
5176,BHZZFNH4wu5VAq_JypqjiQ, 10:0-16:0 ,  Thursday ,,
5177,BHZZFNH4wu5VAq_JypqjiQ, 10:0-16:0 ,  Friday ,,
5178,BHZZFNH4wu5VAq_JypqjiQ, 10:0-16:0 ,  Saturday ,,
5179,BHZZFNH4wu5VAq_JypqjiQ, 11:0-15:0  ,  Sunday ,,
5180,C-zgOpqD2K0xDJU4ty7zKg, 0:0-0:0 ,  Monday ,,
5181,C-zgOpqD2K0xDJU4ty7zKg, 8:0-20:0 ,  Tuesday ,,
5182,C-zgOpqD2K0xDJU4ty7zKg, 8:0-20:0 ,  Wednesday ,,
5183,C-zgOpqD2K0xDJU4ty7zKg, 8:0-20:0 ,  Thursday ,,
5184,C-zgOpqD2K0xDJU4ty7zKg, 8:0-21:0 ,  Friday ,,
5185,C-zgOpqD2K0xDJU4ty7zKg, 8:0-21:0 ,  Saturday ,,
5186,C-zgOpqD2K0xDJU4ty7zKg, 8:0-20:0  ,  Sunday ,,
5187,WIH1ptTMD7aII_qfeVeaRg, 7:0-21:0 ,  Monday ,,
5188,WIH1ptTMD7aII_qfeVeaRg, 7:0-21:0 ,  Tuesday ,,
5189,WIH1ptTMD7aII_qfeVeaRg, 7:0-21:0 ,  Wednesday ,,
5190,WIH1ptTMD7aII_qfeVeaRg, 7:0-21:0 ,  Thursday ,,
5191,WIH1ptTMD7aII_qfeVeaRg, 7:0-21:0 ,  Friday ,,
5192,WIH1ptTMD7aII_qfeVeaRg, 7:0-21:0 ,  Saturday ,,
